,user_id,age,location_city,location_state,location_country
233,118659,37.0,blacksburg,virginia,usa
234,120396,46.0,boyce,virginia,usa
235,120771,49.0,garland,texas,usa
236,122251,30.0,hampden,northdakota,usa
237,122440,29.0,vancouver,britishcolumbia,canada
238,122658,37.0188679245283,atlanta,georgia,usa
239,123137,39.69230769230769,decatur,georgia,usa
240,123430,57.5,manning,southcarolina,usa
241,123790,25.0,mountvernon,newyork,usa
242,123981,46.0,phoenix,arizona,usa
243,124259,34.91428571428571,boulder,colorado,usa
244,124363,36.0,tallahassee,florida,usa
245,124487,45.0,ramah,newmexico,usa
246,125039,27.0,lafayette,indiana,usa
247,125519,40.0,irvine,california,usa
248,126492,31.0,westmont,illinois,usa
249,127200,32.0,urbana,illinois,usa
250,128185,39.0,glendale,california,usa
251,128208,34.0,sanantonio,texas,usa
252,128463,34.84615384615385,jerseycity,newjersey,usa
253,129084,39.0,boise,idaho,usa
254,130784,32.0,ferndale,washington,usa
255,131046,26.0,ellington,connecticut,usa
256,131681,48.0,muskegon,michigan,usa
257,131703,53.0,endicott,newyork,usa
258,131837,35.0,westvalleycity,utah,usa
259,132144,36.41580756013746,seattle,washington,usa
260,133706,30.0,palmyra,westernaustralia,australia
261,133738,28.0,indianapolis,indiana,usa
262,134264,37.68181818181818,phoenix,arizona,usa
263,134797,37.588235294117645,elkgrove,california,usa
264,134863,40.120879120879124,sanjose,california,usa
265,135149,32.0,ftpierce,florida,usa
266,135831,23.5,potomacfalls,virginia,usa
267,136096,47.0,arlington,virginia,usa
268,136396,34.0,warren,ohio,usa
269,136707,50.0,laplace,louisiana,usa
270,137589,35.0,enterprise,oregon,usa
271,140824,53.0,wetzlar,hessen,germany
272,141444,36.0,westspringfield,massachusetts,usa
273,143134,27.0,marion,ohio,usa
274,143253,27.0,dyersburg,tennessee,usa
275,143939,33.25,ellensburg,washington,usa
276,144062,16.0,stow,massachusetts,usa
277,144255,36.0,riedstadt,hessen,germany
278,144478,39.0,galveston,texas,usa
279,144531,37.0,pleasanton,california,usa
280,145619,36.0,middletown,connecticut,usa
281,146113,38.84848484848485,cary,northcarolina,usa
282,146279,42.0,camdenton,missouri,usa
283,146816,36.21052631578947,minneapolis,minnesota,usa
284,147965,36.0,lakewales,florida,usa
285,149120,55.333333333333336,hillsdale,michigan,usa
286,150400,36.89473684210526,sacramento,california,usa
287,150896,30.0,vancouver,britishcolumbia,canada
288,151004,41.0,millburn,newjersey,usa
289,151063,70.0,sanantonio,texas,usa
290,152354,33.13636363636363,boston,massachusetts,usa
291,152696,39.0,studiocity,california,usa
292,153513,31.0,littlerock,arkansas,usa
293,153718,27.0,roundlake,illinois,usa
294,154730,42.0,encinitas,california,usa
295,155495,26.0,hoodriver,oregon,usa
296,156300,49.0,pinonhills,california,usa
297,159440,27.0,lille,nord,france
298,159506,28.0,portland,oregon,usa
299,160735,39.0,blaine,minnesota,usa
300,160819,43.0,miami,florida,usa
301,161870,47.0,steubenville,ohio,usa
302,163194,57.0,westlinn,oregon,usa
303,163693,37.0,decatur,georgia,usa
304,164323,31.0,delta,britishcolumbia,canada
305,165618,31.5,pforzheim,badenwuerttemberg,germany
306,165842,41.416666666666664,doylestown,pennsylvania,usa
307,165884,35.94252873563219,louisville,kentucky,usa
308,166391,60.0,hanover,pennsylvania,usa
309,167038,50.888888888888886,kissimmee,florida,usa
310,167800,57.0,olivebranch,mississippi,usa
311,168132,37.0,middletown,maryland,usa
312,169403,43.0,marietta,georgia,usa
313,170518,61.0,gaithersburg,maryland,usa
314,170580,43.8235294117647,carlsbad,california,usa
315,171078,43.0,langley,britishcolumbia,canada
316,172539,35.785714285714285,lakewood,colorado,usa
317,172742,44.0,astoria,oregon,usa
318,173415,31.0,chicago,illinois,usa
319,173684,15.0,chulavista,california,usa
320,174642,36.0,zelienople,pennsylvania,usa
321,175117,36.0,royersford,pennsylvania,usa
322,176477,46.0,universityheights,ohio,usa
323,176790,43.0,irvine,california,usa
324,176894,32.0,saltlakecity,utah,usa
325,178130,45.0,auburn,washington,usa
326,179068,30.0,omaha,nebraska,usa
327,181519,29.61904761904762,oakville,ontario,canada
328,182459,28.0,fortwayne,indiana,usa
329,182746,44.0,jacksonville,florida,usa
330,185384,38.7,stcharles,missouri,usa
331,185722,24.0,longbeach,california,usa
332,186570,28.0,rantoul,illinois,usa
333,187266,66.0,gordon,nebraska,usa
334,187533,68.0,sanjose,california,usa
335,187944,41.0,hopatcong,newjersey,usa
336,189655,33.489583333333336,pittsburgh,pennsylvania,usa
337,190741,52.0,corpuschristi,texas,usa
338,192353,26.0,lasvegas,nevada,usa
339,192399,36.705882352941174,grandrapids,michigan,usa
340,193529,51.0,florissant,missouri,usa
341,193898,51.75,paradise,pennsylvania,usa
342,195347,31.695652173913043,riverside,california,usa
343,195469,39.0,congers,newyork,usa
344,195694,29.0,tucson,arizona,usa
345,197364,30.0,cumming,georgia,usa
346,198046,51.0,milwaukee,wisconsin,usa
347,198412,17.0,waretown,newjersey,usa
348,198483,34.86206896551724,silverspring,maryland,usa
349,198711,62.0,littlecanada,minnesota,usa
350,199092,50.0,rotterdam,zuidholland,netherlands
351,199640,37.291666666666664,bellingham,washington,usa
352,200402,35.0,campbell,california,usa
353,201548,29.0,rheinfelden,badenwuerttemberg,germany
354,202619,28.0,encino,california,usa
355,203649,41.0,mountvernon,kentucky,usa
356,204504,41.0,woodside,newyork,usa
357,205963,56.0,santaclara,california,usa
358,206423,39.06382978723404,columbia,maryland,usa
359,207259,38.0,florence,kentucky,usa
360,207291,31.476190476190474,brisbane,queensland,australia
361,207782,28.0,midland,texas,usa
362,207825,52.0,fairbanks,alaska,usa
363,208147,41.0,federalway,washington,usa
364,208607,34.352112676056336,springfield,missouri,usa
365,210276,67.0,northfortmyers,florida,usa
366,210717,42.0,wantagh,newyork,usa
367,210838,66.0,springfield,missouri,usa
368,211321,19.0,cincinnati,ohio,usa
369,213220,33.73170731707317,york,pennsylvania,usa
370,213760,32.0,omaha,nebraska,usa
371,214786,36.0,boonecounty,kentucky,usa
372,215256,34.0,sunvalley,california,usa
373,215949,36.0,browncity,michigan,usa
374,216670,39.04347826086956,pensacola,florida,usa
375,216683,40.120879120879124,sanjose,california,usa
376,217375,35.0,stpetersburg,florida,usa
377,217516,56.0,loudouncounty,virginia,usa
378,217986,35.0,ypsilanti,michigan,usa
379,218121,31.82608695652174,brighton,eastsussex,unitedkingdom
380,221445,36.84488448844885,portland,oregon,usa
381,222217,25.0,hamburg,hamburg,germany
382,223331,42.38461538461539,fortlauderdale,florida,usa
383,224435,24.0,warren,michigan,usa
384,224764,29.0,rockaway,newjersey,usa
385,225717,33.0,warsaw,indiana,poland
386,225810,56.0,elcajon,california,usa
387,225826,23.0,dallas,texas,usa
388,225989,27.0,palmdale,california,usa
389,226638,50.0,reno,nevada,usa
390,227392,30.0,waltham,massachusetts,usa
391,229011,44.0,mclean,virginia,usa
392,231237,41.0,waianae,hawaii,usa
393,232131,38.44736842105263,oakland,california,usa
394,232271,46.0,iowacity,iowa,usa
395,232945,28.0,newport,rhodeisland,usa
396,233731,44.0,kingston,ontario,canada
397,234623,37.7,scarborough,maine,usa
398,235059,24.0,aurora,colorado,usa
399,235842,41.0,griswold,iowa,usa
400,235935,43.0,bridgeton,newjersey,usa
401,236172,34.0,chesapeake,virginia,usa
402,240024,40.0,amarillo,texas,usa
403,240144,34.0,muskego,wisconsin,usa
404,240567,33.0,hawthorne,newjersey,usa
405,240951,41.0,austin,texas,usa
406,241306,32.0,colfax,northcarolina,usa
407,241548,44.0,saratoga,california,usa
408,241666,35.0,sanfrancisco,california,usa
409,241980,35.0,ashburn,virginia,usa
410,242843,43.0,scottsdale,arizona,usa
411,242891,84.0,rockwall,texas,usa
412,243930,43.0,montreuil,seinesaintdenis,france
413,244349,40.0,losbanos,california,usa
414,244627,32.0,shelbyville,tennessee,usa
415,244761,39.625,santarosa,california,usa
416,245616,28.0,sacramento,california,usa
417,245963,37.03703703703704,saintlouis,missouri,usa
418,246333,31.0,memphis,tennessee,usa
419,246655,38.75,mooresville,northcarolina,usa
420,250101,61.0,phoenix,arizona,usa
421,250184,37.23529411764706,renton,washington,usa
422,251122,36.0,hartley,iowa,usa
423,251377,36.89473684210526,sacramento,california,usa
424,251613,34.0,sonoma,california,usa
425,253106,45.0,westchestercounty,newyork,usa
426,254971,53.0,boise,idaho,usa
427,255719,30.0,columbus,ohio,usa
428,256407,58.0,florissant,missouri,usa
429,256925,32.0,louisville,kentucky,usa
430,258534,32.0,mcqueeney,texas,usa
431,258884,56.333333333333336,belvidere,illinois,usa
432,259078,49.0,fairbanks,alaska,usa
433,259223,82.0,twinfalls,idaho,idaho
434,259543,18.0,southsanfrancisco,california,usa
435,259778,44.4,hillsboro,oregon,usa
436,259846,29.75,rohnertpark,calabria,usa
437,260897,25.0,chicago,illinois,usa
438,261378,34.276923076923076,omaha,nebraska,usa
439,261829,32.0,fpo,ap,usa
440,262846,38.48148148148148,greenville,southcarolina,usa
441,263163,26.0,austin,texas,usa
442,263644,32.0,mendon,massachusetts,usa
443,263877,44.0,victoria,britishcolumbia,canada
444,265115,44.2,vista,california,usa
445,265276,39.0,missoula,montana,usa
446,265313,33.0,morrisville,northcarolina,usa
447,266268,30.0,camden,southcarolina,usa
448,267549,34.0,olympia,washington,usa
449,268330,23.0,miami,florida,usa
450,269566,9.0,seattle,washington,usa
451,269614,46.0,beaverdam,wisconsin,usa
452,271284,50.0,alexandria,virginia,usa
453,271558,35.0,henderson,nevada,usa
454,273190,71.0,coconutgrove,florida,usa
455,273979,20.0,bloomsburg,pennsylvania,usa
456,274167,52.0,whitehorse,yukonterritory,canada
457,274308,33.0,delraybeach,florida,usa
458,274823,35.1436170212766,austin,texas,usa
459,276641,25.0,porto,porto,portugal
460,277478,31.0,schiedam,zuidholland,netherlands
461,3373,30.0,elkgrove,california,usa
462,4781,47.0,manchester,england,unitedkingdom
463,5555,36.0,perigny,poitoucharentes,france
464,6026,42.25,bangor,maine,usa
465,6242,34.65745856353591,calgary,alberta,canada
466,7210,27.0,rothesay,newbrunswick,canada
467,8362,28.0,losangeles,california,usa
468,8570,23.0,rochester,newyork,usa
469,11104,44.0,wyncote,pennsylvania,usa
470,12863,29.0,london,england,unitedkingdom
471,14449,72.0,saskatoon,saskatchewan,canada
472,16231,32.0,kanata,ontario,canada
473,17003,43.8235294117647,carlsbad,california,usa
474,20265,29.0,tampa,florida,usa
475,21870,23.285714285714285,carlisle,pennsylvania,usa
476,22625,54.0,lynbrook,newyork,usa
477,27624,54.0,london,england,unitedkingdom
478,28056,36.0,lancaster,pennsylvania,usa
479,32793,22.0,quebec,quebec,canada
480,34588,42.5,westlinn,oregon,usa
481,34864,39.0,belfort,franchecomt,france
482,36197,44.0,topeka,kansas,usa
483,36715,34.967213114754095,lexington,kentucky,usa
484,36907,39.0,dunnville,ontario,canada
485,40330,38.588235294117645,germantown,maryland,usa
486,40612,25.0,sterlingheights,michigan,usa
487,43619,26.0,shrewsbury,massachusetts,usa
488,49980,27.0,newhartford,newyork,usa
489,52832,45.5,highlandpark,illinois,usa
490,57105,32.0,roswell,georgia,usa
491,58363,81.0,coloradosprings,colorado,usa
492,61619,31.833333333333332,coburg,oregon,usa
493,63956,28.0,emporia,kansas,usa
494,64763,43.0,chicago,illinois,usa
495,68943,38.529411764705884,coventry,england,unitedkingdom
496,69378,46.0,mililani,hawaii,usa
497,75723,52.2,farmingtonhills,michigan,usa
498,77181,33.0,louisville,kentucky,usa
499,80683,27.0,newcastle,delaware,usa
500,80837,34.0,fortmyers,florida,usa
501,82407,33.694736842105264,washington,dc,usa
502,85653,53.0,lansdowne,pennsylvania,usa
503,85656,41.0,cottagegrove,oregon,usa
504,86219,26.0,ludwigshafen,rheinlandpfalz,germany
505,86243,33.81428571428572,christchurch,canterbury,newzealand
506,86835,55.0,mercerisland,washington,usa
507,87746,52.0,wallingford,connecticut,usa
508,89856,31.0,seattle,washington,usa
509,91931,40.0,newwestminster,britishcolumbia,canada
510,92810,60.0,manistee,michigan,usa
511,93698,70.0,halfmoonbay,britishcolumbia,canada
512,95392,25.0,toronto,ontario,canada
513,95932,36.0,manchester,england,unitedkingdom
514,99946,35.51633986928105,chicago,illinois,usa
515,100459,38.0,bayarea,california,usa
516,101043,36.0,glenshaw,pennsylvania,usa
517,101559,36.38095238095238,winchester,virginia,usa
518,101851,29.0,keizer,oregon,usa
519,102327,37.0188679245283,atlanta,georgia,usa
520,102359,34.352112676056336,springfield,missouri,usa
521,102430,37.0,portage,wisconsin,usa
522,104796,38.0,anchorage,alaska,usa
523,105214,34.0,pittsburgh,pennsylvania,usa
524,105517,28.0,calgary,alberta,canada
525,107258,41.57142857142857,lowell,massachusetts,usa
526,108005,29.0,greenfield,wisconsin,usa
527,112026,17.0,lakewood,colorado,usa
528,114698,81.0,olympia,washington,usa
529,116210,46.0,oisterwijk,noordbrabant,netherlands
530,117041,41.48837209302326,mesa,arizona,usa
531,118135,29.0,porto,porto,portugal
532,119858,53.0,centennial,colorado,usa
533,120807,43.0,corrales,newmexico,usa
534,124298,25.0,stockton,california,usa
535,124874,32.0,warren,newjersey,usa
536,125774,36.0,tehran,tehran,iran
537,127429,23.0,kansascity,missouri,usa
538,129373,54.0,mercerisland,washington,usa
539,129716,30.0,tallahassee,florida,usa
540,132230,58.0,pittsburgh,pennsylvania,usa
541,132930,29.0,wokingham,england,unitedkingdom
542,134869,36.0,menifeelakes,california,usa
543,136205,39.0,cresthill,illinois,usa
544,143968,39.0,wesleychapel,florida,usa
545,144803,23.0,littlerock,arkansas,usa
546,146932,30.0,miami,florida,usa
547,148744,67.0,campbellsport,wisconsin,usa
548,150968,47.0,manchester,england,unitedkingdom
549,153042,35.0,annarbor,michigan,usa
550,153577,36.705882352941174,grandrapids,michigan,usa
551,153662,44.0,ftstewart,georgia,usa
552,156150,36.0,howell,newjersey,usa
553,157273,37.0,drippingsprings,texas,usa
554,157799,42.0,heemstede,noordholland,netherlands
555,159732,47.0,watchung,newjersey,usa
556,160032,27.227272727272727,heidelberg,badenwuerttemberg,germany
557,165319,28.0,tucson,arizona,usa
558,167812,38.0,vancouver,britishcolumbia,canada
559,171295,27.0,silverspring,maryland,usa
560,173018,33.81428571428572,christchurch,canterbury,newzealand
561,174326,38.0,winnipeg,manitoba,canada
562,174633,31.0,nashville,tennessee,usa
563,175003,33.0,roundrock,texas,usa
564,176838,27.0,helsinki,uusimaa,finland
565,178667,34.0,freehold,newjersey,usa
566,184299,31.0,omaha,nebraska,usa
567,187145,65.0,grapeview,washington,usa
568,196457,36.41580756013746,seattle,washington,usa
569,202182,24.0,stcharles,missouri,usa
570,202547,21.0,owensboro,kentucky,usa
571,204864,47.0,simivalley,california,usa
572,204909,35.714285714285715,saltlakecity,utah,usa
573,207965,46.0,eugene,oregon,usa
574,212847,36.0,angleton,texas,usa
575,212849,59.0,ftlauderdale,florida,usa
576,215388,41.6,citrusheights,california,usa
577,218421,32.0,dawsoncreek,britishcolumbia,canada
578,221232,21.0,rockhill,southcarolina,usa
579,223402,36.0,sancarlos,california,usa
580,224138,43.8235294117647,carlsbad,california,usa
581,224236,39.0,neptune,newjersey,usa
582,227025,33.0,saskatoon,saskatchewan,canada
583,227275,47.0,saskatoon,saskatchewan,canada
584,227884,25.0,virginiabeach,virginia,usa
585,230249,27.666666666666668,glenrock,pennsylvania,usa
586,231210,44.0,roanoke,virginia,usa
587,232103,30.0,durham,northcarolina,usa
588,234205,15.0,lakeworth,florida,usa
589,235011,36.41580756013746,seattle,washington,usa
590,237436,42.375,idahofalls,idaho,usa
591,238120,25.0,louisville,kentucky,usa
592,240353,45.0,houston,texas,usa
593,240401,64.0,denver,colorado,usa
594,241214,36.0,desoto,missouri,usa
595,243879,32.0,losangeles,california,usa
596,244171,51.0,moline,illinois,usa
597,244643,39.625,santarosa,california,usa
598,250764,36.0,cove,oregon,usa
599,250892,21.0,stpetersburg,florida,usa
600,251150,36.0,eastsetuaket,newyork,usa
601,252627,42.84615384615385,tucson,arizona,usa
602,253855,29.0,edmonton,alberta,canada
603,254160,33.0,millbrae,california,usa
604,258109,37.0,hamburg,hamburg,germany
605,258747,45.0,longbeach,california,usa
606,264543,43.2,quincy,massachusetts,usa
607,264657,23.0,stlouis,missouri,usa
608,266283,62.0,wallawalla,washington,usa
609,267293,32.0,ferndale,california,usa
610,269688,35.51633986928105,chicago,illinois,usa
611,269799,34.78139534883721,newyork,newyork,usa
612,271135,36.542857142857144,annarbor,michigan,usa
613,271144,25.0,albuquerque,newmexico,usa
614,274056,24.0,seattle,washington,usa
615,277711,34.0,mannheim,badenwuerttemberg,germany
616,278418,34.276923076923076,omaha,nebraska,usa
617,6910,42.0625,bothell,washington,usa
618,7913,43.0,missionhills,california,usa
619,58516,30.0,rockyriver,ohio,usa
620,59971,27.0,kingwood,texas,usa
621,60244,47.0,alvin,texas,usa
622,79089,29.0,nickerson,kansas,usa
623,98758,25.0,calgary,alberta,canada
624,113817,25.0,melbourne,victoria,australia
625,126604,27.0,northreading,massachusetts,usa
626,146348,42.25,tigard,oregon,usa
627,172760,29.0,sanantonio,texas,usa
628,187763,33.0,nyack,newyork,usa
629,196108,34.0,seattle,washington,usa
630,206202,16.0,arlingtonheights,illinois,usa
631,3675,24.0,barcelona,espaa,spain
632,6366,20.0,madrid,madrid,spain
633,13872,17.0,barcelona,espaa,spain
634,16654,35.0,mlaga,andalucia,spain
635,16673,30.0,cadiz,cadiz,spain
636,17183,23.0,zaragoza,aragn,spain
637,18384,37.0,palmademallorca,illesbalears,spain
638,55217,26.0,vigo,pontevedra,spain
639,80908,30.0,lleida,lleida,spain
640,94985,39.0,santcugatdelvalls,catalunya,spain
